Args in experiment:
Namespace(data='time_series_with_regimes', root_path='/home/datzeni/OCL_TS/', data_path='time_series_with_regimes.csv', features='S', target='value', freq='h', checkpoints='./checkpoints/', seq_len=60, label_len=0, pred_len=2, gamma=0.9, enc_in=1, dec_in=1, c_out=1, d_model=512, n_heads=8, e_layers=2, d_layers=1, s_layers=[3, 2, 1], d_ff=2048, factor=5, padding=0, distil=True, dropout=0.05, attn='prob', embed='timeF', activation='gelu', output_attention=False, do_predict=False, mix=True, cols=None, num_workers=0, itr=10, train_epochs=6, batch_size=32, patience=3, learning_rate=0.001, des='Exp', loss='mse', lradj='type1', use_amp=False, inverse=False, method='ogd', teacher_forcing=False, online_learning='full', opt='sgd', test_bsz=1, n_inner=1, use_gpu=True, gpu=0, use_multi_gpu=False, devices='0,1,2,3', finetune=False, finetune_model_seed=None, individual=1, learning_rate_w=0.001, learning_rate_bias=0.001, OCAR_regul=0.1, OCAR_regul_last=0.1, OCAR_alpha_ema=0.5, online_lr=0.001, deg_f=50, ng_only_last=False, OCAR_score_lr=0.1, score_lr=0.01, online_hpo=False, detail_freq='h')

 ====== Run 0 =====
Use GPU: cuda:0
>>>>>>>start training : ogd_time_series_with_regimes_pl2_olfull_optsgd_tb1_2025_09_18_15_11_03ba>>>>>>>>>>>>>>>>>>>>>>>>>>
train 222
val 71
test 1061
Epoch: 1 cost time: 0.9157834053039551
Epoch: 1, Steps: 6 | Train Loss: 2.8125565 Vali Loss: 2.7924535 Test Loss: 0.0000000
Validation loss decreased (inf --> 2.792454).  Saving model ...
Updating learning rate to 0.001
Epoch: 2 cost time: 0.12149500846862793
Epoch: 2, Steps: 6 | Train Loss: 1.3284073 Vali Loss: 0.5923873 Test Loss: 0.0000000
Validation loss decreased (2.792454 --> 0.592387).  Saving model ...
Updating learning rate to 0.0005
Epoch: 3 cost time: 0.1311628818511963
Epoch: 3, Steps: 6 | Train Loss: 0.8120643 Vali Loss: 1.3226682 Test Loss: 0.0000000
EarlyStopping counter: 1 out of 3
Updating learning rate to 0.00025
Epoch: 4 cost time: 0.11565566062927246
Epoch: 4, Steps: 6 | Train Loss: 0.7712774 Vali Loss: 1.0570703 Test Loss: 0.0000000
EarlyStopping counter: 2 out of 3
Updating learning rate to 0.000125
Epoch: 5 cost time: 0.11644339561462402
Epoch: 5, Steps: 6 | Train Loss: 0.5936914 Vali Loss: 0.6740775 Test Loss: 0.0000000
EarlyStopping counter: 3 out of 3
Early stopping
Best config: {'online_lr': 0.00020227912033156023}
Use GPU: cuda:0
>>>>>>>testing : ogd_time_series_with_regimes_pl2_olfull_optsgd_tb1_2025_09_18_15_11_03ba<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<
test 1061
Iter 0, pred_0 0.7060728073120117, pred_1 0.32231131196022034, true 0.08486824482679367, mse 0.3302, mae 0.5725, orig_grad_norm 37.1296
Iter 1, pred_0 0.10002396255731583, pred_1 -0.26479530334472656, true -0.2015647143125534, mse 0.0476, mae 0.1836, orig_grad_norm 14.3402
Iter 2, pred_0 -0.6059605479240417, pred_1 -0.670706570148468, true -0.3303685188293457, mse 0.0380, mae 0.1432, orig_grad_norm 13.1340
Iter 3, pred_0 -0.8362016677856445, pred_1 -1.0863351821899414, true -0.6815423369407654, mse 0.0193, mae 0.1377, orig_grad_norm 9.5676
Iter 4, pred_0 -0.9300215244293213, pred_1 -1.3706341981887817, true -0.9655113816261292, mse 0.0186, mae 0.1126, orig_grad_norm 9.7556
Iter 5, pred_0 -1.0812187194824219, pred_1 -1.3817368745803833, true -1.1809310913085938, mse 0.0409, mae 0.1839, orig_grad_norm 14.7768
Iter 6, pred_0 -0.7799981832504272, pred_1 -1.1618202924728394, true -1.1135832071304321, mse 0.0671, mae 0.2425, orig_grad_norm 17.7540
Iter 7, pred_0 -1.2492411136627197, pred_1 -0.8799912333488464, true -1.010376214981079, mse 0.0522, mae 0.2282, orig_grad_norm 15.3171
Iter 8, pred_0 -1.3516850471496582, pred_1 -1.057938575744629, true -1.0974929332733154, mse 0.1609, mae 0.3806, orig_grad_norm 26.2179
Iter 9, pred_0 -1.3869789838790894, pred_1 -1.3234754800796509, true -1.564976692199707, mse 0.0159, mae 0.0945, orig_grad_norm 8.1465
Iter 10, pred_0 -1.714604139328003, pred_1 -1.7773487567901611, true -1.3345210552215576, mse 0.1920, mae 0.4348, orig_grad_norm 28.4247
Iter 11, pred_0 -1.5900509357452393, pred_1 -1.6528211832046509, true -1.2878540754318237, mse 0.0554, mae 0.2210, orig_grad_norm 15.0555
Iter 12, pred_0 -1.383663535118103, pred_1 -1.511620044708252, true -1.512934684753418, mse 0.0234, mae 0.1514, orig_grad_norm 9.8192
Iter 13, pred_0 -1.2821100950241089, pred_1 -1.3703616857528687, true -1.3380441665649414, mse 0.0016, mae 0.0337, orig_grad_norm 2.5694
Iter 14, pred_0 -1.513641595840454, pred_1 -1.39327871799469, true -1.3817657232284546, mse 0.0320, mae 0.1738, orig_grad_norm 10.8873
Iter 15, pred_0 -1.4104552268981934, pred_1 -1.1374973058700562, true -1.1774587631225586, mse 0.0296, mae 0.1515, orig_grad_norm 10.4044
Iter 16, pred_0 -1.24504554271698, pred_1 -0.8573302030563354, true -1.0674580335617065, mse 0.0287, mae 0.1693, orig_grad_norm 10.3905
Iter 17, pred_0 -1.0418568849563599, pred_1 -0.7015999555587769, true -1.0182777643203735, mse 0.0111, mae 0.0852, orig_grad_norm 6.4873
Iter 18, pred_0 -0.8654226064682007, pred_1 -0.6282455325126648, true -0.848462700843811, mse 0.0105, mae 0.0806, orig_grad_norm 6.3942
Iter 19, pred_0 -0.6957510113716125, pred_1 -0.5916570425033569, true -0.7724477648735046, mse 0.0076, mae 0.0866, orig_grad_norm 5.4910
Iter 20, pred_0 -0.5894255042076111, pred_1 -0.534277617931366, true -0.49519920349121094, mse 0.0352, mae 0.1711, orig_grad_norm 11.9947
Iter 21, pred_0 -0.48868459463119507, pred_1 -0.5323601365089417, true -0.7822649478912354, mse 0.1431, mae 0.3704, orig_grad_norm 24.5883
Iter 22, pred_0 -0.7157818675041199, pred_1 -0.46297651529312134, true -0.0851479023694992, mse 0.4044, mae 0.6359, orig_grad_norm 41.3358
Iter 23, pred_0 -0.5741323232650757, pred_1 -0.03128436952829361, true 0.17816612124443054, mse 0.2851, mae 0.4089, orig_grad_norm 35.3291
Iter 24, pred_0 -0.2659532129764557, pred_1 0.2831992208957672, true 0.034235045313835144, mse 0.0490, mae 0.1947, orig_grad_norm 14.8555
Iter 25, pred_0 0.0765857845544815, pred_1 0.5406236052513123, true 0.3723243176937103, mse 0.0503, mae 0.2054, orig_grad_norm 15.3583
Iter 26, pred_0 0.4681154489517212, pred_1 0.8931436538696289, true 0.6556822061538696, mse 0.0498, mae 0.2207, orig_grad_norm 15.8173
